0106 12 00,"-- Китове, делфини и морски свине (бозайници от разред Китоподобни /Cetacea/); ламантини и дюгони (бозайници от разред Сиреноподобни /Sirenia/); тюлени, морски лъвове и моржове (бозайници от подразред Перконоги /Pinnipedia/)"
0106 13 00,"-- Камили и други животни от семейство камилови (Camelidae)"
0106 14,"-- Домашни и диви зайци"
0106 14 10,"--- Домашни зайци"
0106 14 90,"--- Други"
0106 19 00,"-- Други"
0106 20 00,"- Влечуги (включително змиите и костенурките)"
,"- Птици"
0106 31 00,"-- Грабливи птици"
0106 32 00,"-- Птици от разред Папагалоподобни (Psittaciformes), включително качулатите папагали, сенегалските папагали, дългоопашатите и огърличести папагали, папагалите ара и какаду"
0106 33 00,"-- Щрауси; ему (Dromaius novaehollandiae)"
0106 39,"-- Други"
0106 39 10,"--- Гълъби"
0106 39 80,"--- Други"
,"- Насекоми"
0106 41 00,"-- Пчели"
0106 49 00,"-- Други"
0106 90 00,"- Други"
02,"ГЛАВА 2 - МЕСА И КАРАНТИИ, ГОДНИ ЗА КОНСУМАЦИЯ"
0201,"Меса от животни от рода на едрия рогат добитък, пресни или охладени"
0201 10 00 ,"- Цели или половин трупове"
0201 20,"- Други необезкостени разфасовки"
0201 20 20 ,"-- Компенсирани четвъртинки"
0201 20 30 ,"-- Предни четвъртинки, разфасовани или неразфасовани"
0201 20 50 ,"-- Задни четвъртинки, разфасовани или неразфасовани"
0201 20 90 ,"-- Други"
0201 30 00 ,"- Обезкостени"
0202,"Меса от животни от рода на едрия рогат добитък, замразени"
0202 10 00 ,"- Цели или половин трупове"
0202 20,"- Други необезкостени разфасовки"
0202 20 10 ,"-- Компенсирани четвъртинки"
0202 20 30 ,"-- Предни четвъртинки, разфасовани или неразфасовани"
0202 20 50 ,"-- Задни четвъртинки, разфасовани или неразфасовани"
0202 20 90 ,"-- Други"
0202 30,"- Обезкостени"
0202 30 10 ,"-- Предни четвъртинки, цели или нарязани максимум на пет парчета, като всяка предна четвъртинка е замразена поотделно; „компенсирани“ четвъртинки, замразени на два блока, единият от които съдържа предната четвъртинка, цяла или нарязана на максимум пет парчета, а другият — задната четвъртинка без филето, в едно цяло парче"
0202 30 50 ,"-- Разфасовки от предни четвъртинки и от гърди, наречени „австралийски“"
0202 30 90 ,"-- Други"
0203,"Меса от животни от рода на свинете, пресни, охладени или замразени"
,"- Пресни или охладени"
0203 11,"-- Цели или половин трупове"
0203 11 10 ,"--- От домашни свине"
0203 11 90 ,"--- Други"
0203 12,"-- Бутове, плешки и техните разфасовки, необезкостени"
0203,"--- От домашни свине"
0203 12 11 ,"---- Бутове и разфасовки от тях"
0203 12 19 ,"---- Плешки и разфасовки от тях"
0203 12 90 ,"--- Други"
0203 19,"-- Други"
0203,"--- От домашни свине"
0203 19 11 ,"---- Предни части и разфасовки от тях"
0203 19 13 ,"---- Котлети и разфасовки от тях"
0203 19 15 ,"---- Гърди (шарено месо) и разфасовки от тях"
0203,"---- Други"
0203 19 55 ,"----- Обезкостени"
0203 19 59 ,"----- Други"
0203 19 90 ,"--- Други"
,"- Замразени"
0203 21,"-- Цели или половин трупове"
0203 21 10 ,"--- От домашни свине"
0203 21 90 ,"--- Други"
0203 22,"-- Бутове, плешки и техните разфасовки, необезкостени"
0203,"--- От домашни свине"
0203 22 11 ,"---- Бутове и разфасовки от тях"
0203 22 19 ,"---- Плешки и разфасовки от тях"
0203 22 90 ,"--- Други"
0203 29,"-- Други"
0203,"--- От домашни свине"
0203 29 11 ,"---- Предни части и разфасовки от тях"
0203 29 13 ,"---- Котлети и разфасовки от тях"
0203 29 15 ,"---- Гърди (шарено месо) и разфасовки от тях"
0203,"---- Други"
0203 29 55 ,"----- Обезкостени"
0203 29 59 ,"----- Други"
0203 29 90 ,"--- Други"
0204,"Меса от животни от рода на овцете или козите, пресни, охладени или замразени"
0204 10 00 ,"- Цели и половин трупове от агнета, пресни или охладени"
,"- Други меса от животни от рода на овцете, пресни или охладени"
0204 21 00 ,"-- Цели или половин трупове"
0204 22,"-- Други необезкостени разфасовки"
0204 22 10 ,"--- Предна част или половин предна част"
0204 22 30 ,"--- Карета и/или седло или половин каре и/или половин седло"
0204 22 50 ,"--- Задна част и половин задна част"
0204 22 90 ,"--- Други"
0204 23 00 ,"-- Обезкостени"
0204 30 00 ,"- Цели и половин трупове от агнета, замразени"
,"- Други меса от животни от рода на овцете, замразени"
0204 41 00 ,"-- Цели или половин трупове"
0204 42,"-- Други необезкостени разфасовки"
0204 42 10 ,"--- Предна част или половин предна част"
0204 42 30 ,"--- Карета и/или седло или половин каре и/или половин седло"
0204 42 50 ,"--- Задна част и половин задна част"
0204 42 90 ,"--- Други"
0204 43,"-- Обезкостени"
0204 43 10 ,"--- От агнета"
0204 43 90 ,"--- Други"
0204 50,"- Меса от животни от рода на козите"
0204,"-- Пресни или охладени"
0204 50 11 ,"--- Цели или половин трупове"
0204 50 13 ,"--- Предна част или половин предна част"
0204 50 15 ,"--- Карета и/или седло или половин каре и/или половин седло"
0204 50 19 ,"--- Задна част и половин задна част"
0204,"--- Други"
0204 50 31 ,"---- Необезкостени разфасовки"
0204 50 39 ,"---- Обезкостени разфасовки"
0204,"-- Замразени"
0204 50 51 ,"--- Цели или половин трупове"
0204 50 53 ,"--- Предна част или половин предна част"
0204 50 55 ,"--- Карета и/или седло или половин каре и/или половин седло"
0204 50 59 ,"--- Задна част и половин задна част"
0204,"--- Други"
0204 50 71 ,"---- Необезкостени разфасовки"
0204 50 79 ,"---- Обезкостени разфасовки"
0205 00,"Меса от животни от рода на конете, магаретата, мулетата или катърите, пресни, охладени или замразени"
0205 00 20 ,"- Пресни или охладени"
0205 00 80 ,"- Замразени"
0206,"Карантии, годни за консумация, от животни от рода на едрия рогат добитък, свинете, овцете, козите, конете, магаретата, мулетата или катърите, пресни, охладени или замразени"
0206 10,"- От животни от рода на едрия рогат добитък, пресни или охладени"
0206 10 10,"-- Предназначени за производство на фармацевтични препарати"
0206,"-- Други"
0206 10 95 ,"--- Месести части от диафрагмата"
0206 10 98 ,"--- Други"
,"- От животни от рода на едрия рогат добитък, замразени"
0206 21 00 ,"-- Езици"
0206 22 00 ,"-- Черен дроб"
0206 29,"-- Други"
0206 29 10,"--- Предназначени за производство на фармацевтични препарати"
0206,"--- Други"
0206 29 91 ,"---- Месести части от диафрагмата"
0206 29 99 ,"---- Други"
0206 30 00 ,"- От животни от рода на свинете, пресни или охладени"
,"- От животни от рода на свинете, замразени"
0206 41 00 ,"-- Черен дроб"
0206 49 00 ,"-- Други"
0206 80,"- Други, пресни или охладени"
0206 80 10,"-- Предназначени за производство на фармацевтични препарати"
0206,"-- Други"
0206 80 91 ,"--- От рода на конете, магаретата, мулетата или катърите"
0206 80 99 ,"--- От рода на овцете или козите"
0206 90,"- Други, замразени"
0206 90 10,"-- Предназначени за производство на фармацевтични препарати"
0206,"-- Други"
0206 90 91 ,"--- От рода на конете, магаретата, мулетата или катърите"
0206 90 99 ,"--- От рода на овцете или козите"
0207,"Меса и карантии, годни за консумация, от домашни птици от № 0105, пресни, охладени или замразени"
,"- От петли и кокошки"
0207 11,"-- Неразфасовани, пресни или охладени"
0207 11 10 ,"--- Оскубани, без черва, с глави и крака, наречени „пилета 83 %“"
0207 11 30 ,"--- Оскубани, изкормени, без глави и без крака, но с шийки, сърца, черен дроб и воденички, наречени „пилета 70 %“"
0207 11 90 ,"--- Оскубани, изкормени, без глави и без крака и без шийки, сърца, черен дроб и воденички, наречени „пилета 65 %“ или представени по друг начин"
0207 12,"-- Неразфасовани, замразени"
0207 12 10 ,"--- Оскубани, изкормени, без глави и без крака, но с шийки, сърца, черен дроб и воденички, наречени „пилета 70 %“"
0207 12 90 ,"--- Оскубани, изкормени, без глави и без крака и без шийки, сърца, черен дроб и воденички, наречени „пилета 65 %“ или представени по друг начин"
0207 13,"-- Разфасовки и карантии, пресни или охладени"
0207,"--- Разфасовки"
0207 13 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 13 20 ,"----- Половинки или четвъртинки"
0207 13 30 ,"----- Цели крилца, дори без връхчетата"
0207 13 40 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 13 50 ,"----- Гърди и разфасовки от тях"
0207 13 60 ,"----- Бутчета и разфасовки от тях"
0207 13 70 ,"----- Други"
0207,"--- Карантии"
0207 13 91 ,"---- Черен дроб"
0207 13 99 ,"---- Други"
0207 14,"-- Разфасовки и карантии, замразени"
0207,"--- Разфасовки"
0207 14 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 14 20 ,"----- Половинки или четвъртинки"
0207 14 30 ,"----- Цели крилца, дори без връхчетата"
0207 14 40 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 14 50 ,"----- Гърди и разфасовки от тях"
0207 14 60 ,"----- Бутчета и разфасовки от тях"
0207 14 70 ,"----- Други"
0207,"--- Карантии"
0207 14 91 ,"---- Черен дроб"
0207 14 99 ,"---- Други"
,"- От пуйки"
0207 24,"-- Неразфасовани, пресни или охладени"
0207 24 10 ,"--- Оскубани, изкормени, без глави и без крака, но с шийки, сърца, черен дроб и воденички, наречени „пуйки 80 %“"
0207 24 90 ,"--- Оскубани, изкормени, без глави и без шийки, без крака, сърца, черен дроб и воденички, наречени „пуйки 73 %“ или представени по друг начин"
0207 25,"-- Неразфасовани, замразени"
0207 25 10 ,"--- Оскубани, изкормени, без глави и без крака, но с шийки, сърца, черен дроб и воденички, наречени „пуйки 80 %“"
0207 25 90 ,"--- Оскубани, изкормени, без глави и без шийки, без крака, сърца, черен дроб и воденички, наречени „пуйки 73 %“ или представени по друг начин"
0207 26,"-- Разфасовки и карантии, пресни или охладени"
0207,"--- Разфасовки"
0207 26 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 26 20 ,"----- Половинки или четвъртинки"
0207 26 30 ,"----- Цели крилца, дори без връхчета"
0207 26 40 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 26 50 ,"----- Гърди и разфасовки от тях"
0207,"----- Бутчета и разфасовки от тях"
0207 26 60 ,"------ Кълки и разфасовки от тях"
0207 26 70 ,"------ Други"
0207 26 80 ,"----- Други"
0207,"--- Карантии"
0207 26 91 ,"---- Черен дроб"
0207 26 99 ,"---- Други"
0207 27,"-- Разфасовки и карантии, замразени"
0207,"--- Разфасовки"
0207 27 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 27 20 ,"----- Половинки или четвъртинки"
0207 27 30 ,"----- Цели крилца, дори без връхчета"
0207 27 40 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 27 50 ,"----- Гърди и разфасовки от тях"
0207,"----- Бутчета и разфасовки от тях"
0207 27 60 ,"------ Кълки и разфасовки от тях"
0207 27 70 ,"------ Други"
0207 27 80 ,"----- Други"
0207,"--- Карантии"
0207 27 91 ,"---- Черен дроб"
0207 27 99 ,"---- Други"
,"- От патици"
0207 41,"-- Неразфасовани, пресни или охладени"
0207 41 20 ,"--- Оскубани, обезкървени, но неизкормени, с главите и краката, наречени „патици 85 %“"
0207 41 30 ,"--- Оскубани, изкормени, без глави и без крака, но с шийки, сърца, черен дроб и воденички, наречени „патици 70 %“"
0207 41 80 ,"--- Оскубани, изкормени, без глави и без крака и без шийки, сърца, черен дроб и воденички, наречени „патици 63 %“ или представени по друг начин"
0207 42,"-- Неразфасовани, замразени"
0207 42 30 ,"--- Оскубани, изкормени, без глави и без крака, с шийки, сърца, черен дроб и воденички, наречени „патици 70 %“"
0207 42 80 ,"--- Оскубани, изкормени, без глави и без крака и без шийки, сърца, черен дроб и воденички, наречени „патици 63 %“ или представени по друг начин"
0207 43 00 ,"-- Тлъст черен дроб, пресен или охладен"
0207 44,"-- Други, пресни или охладени"
0207,"--- Разфасовки"
0207 44 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 44 21 ,"----- Половинки или четвъртинки"
0207 44 31 ,"----- Цели крилца, дори без връхчетата"
0207 44 41 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 44 51 ,"----- Гърди и разфасовки от тях"
0207 44 61 ,"----- Бутчета и разфасовки от тях"
0207 44 71 ,"----- Разфасовки, наречени „палта“"
0207 44 81 ,"----- Други"
0207,"--- Карантии"
0207 44 91 ,"---- Черен дроб, различен от тлъстия"
0207 44 99 ,"---- Други"
0207 45,"-- Други, замразени"
0207,"--- Разфасовки"
0207 45 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 45 21 ,"----- Половинки или четвъртинки"
0207 45 31 ,"----- Цели крилца, дори без връхчетата"
0207 45 41 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 45 51 ,"----- Гърди и разфасовки от тях"
0207 45 61 ,"----- Бутчета и разфасовки от тях"
0207 45 71 ,"----- Разфасовки, наречени „палта“"
0207 45 81 ,"----- Други"
0207,"--- Карантии"
0207,"---- Черен дроб"
0207 45 93 ,"----- Тлъст черен дроб"
0207 45 95 ,"----- Друг"
0207 45 99 ,"---- Други"
,"- От гъски"
0207 51,"-- Неразфасовани, пресни или охладени"
0207 51 10 ,"--- Оскубани, обезкървени, неизкормени, с глави и крака, наречени „гъски 82 %“"
0207 51 90 ,"--- Оскубани, изкормени, без глави и без крака, със или без сърца и воденички, наречени „гъски 75 %“ или представени по друг начин"
0207 52,"-- Неразфасовани, замразени"
0207 52 10 ,"--- Оскубани, обезкървени, неизкормени, с глави и крака, наречени „гъски 82 %“"
0207 52 90 ,"--- Оскубани, изкормени, без глави и без крака, със или без сърца и воденички, наречени „гъски 75 %“ или представени по друг начин"
0207 53 00 ,"-- Тлъст черен дроб, пресен или охладен"
0207 54,"-- Други, пресни или охладени"
0207,"--- Разфасовки"
0207 54 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 54 21 ,"----- Половинки или четвъртинки"
0207 54 31 ,"----- Цели крилца, дори без връхчетата"
0207 54 41 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 54 51 ,"----- Гърди и разфасовки от тях"
0207 54 61 ,"----- Бутчета и разфасовки от тях"
0207 54 71 ,"----- Разфасовки, наречени „палта“"
0207 54 81 ,"----- Други"
0207,"--- Карантии"
0207 54 91 ,"---- Черен дроб, различен от тлъстия"
0207 54 99 ,"---- Други"
0207 55,"-- Други, замразени"
0207,"--- Разфасовки"
0207 55 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 55 21 ,"----- Половинки или четвъртинки"
0207 55 31 ,"----- Цели крилца, дори без връхчетата"
0207 55 41 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 55 51 ,"----- Гърди и разфасовки от тях"
0207 55 61 ,"----- Бутчета и разфасовки от тях"
0207 55 71 ,"----- Разфасовки, наречени „палта“"
0207 55 81 ,"----- Други"
0207,"--- Карантии"
0207,"---- Черен дроб"
0207 55 93 ,"----- Тлъст черен дроб"
0207 55 95 ,"----- Друг"
0207 55 99 ,"---- Други"
0207 60,"- От токачки"
0207 60 05 ,"-- Неразфасовани, пресни, охладени или замразени"
0207,"-- Други, пресни, охладени или замразени"
0207,"--- Разфасовки"
0207 60 10 ,"---- Обезкостени"
0207,"---- Необезкостени"
0207 60 21 ,"----- Половинки или четвъртинки"
0207 60 31 ,"----- Цели крилца, дори без връхчетата"
0207 60 41 ,"----- Гръбчета, шийки, гръбчета с шийки, трътки, връхчета на крилца"
0207 60 51 ,"----- Гърди и разфасовки от тях"
0207 60 61 ,"----- Бутчета и разфасовки от тях"
0207 60 81 ,"----- Други"
0207,"--- Карантии"
0207 60 91 ,"---- Черен дроб"
0207 60 99 ,"---- Други"
0208,"Други меса и карантии, годни за консумация, пресни, охладени или замразени"
0208 10,"- От зайци"
0208 10 10,"-- От домашни зайци"
0208 10 90,"-- Други"
0208 30 00,"- От примати"
0208 40,"- От китове, делфини и морски свине (бозайници от разред Китоподобни /Cetacea/); от ламантини и дюгони (бозайници от разред Сиреноподобни /Sirenia/); от тюлени, морски лъвове и моржове (бозайници от подразред Перконоги /Pinnipedia/)"
0208 40 10,"-- Месо от китове"
0208 40 20,"-- Месо от тюлен"
0208 40 80,"-- Други"
0208 50 00,"- От влечуги (включително от змии и от морски костенурки)"
0208 60 00,"- От камили и други животни от семейство камилови (Camelidae)"
0208 90,"- Други"
0208 90 10,"-- От домашни гълъби"
0208 90 30,"-- От дивеч, различен от зайците"
0208 90 60,"-- От северен елен"
0208 90 70,"-- Жабешки бутчета"
0208 90 98,"-- Други"
0209,"Сланина, с изключение на шарената сланина, свинско сало и мазнина от птици, неразтопени, нито по друг начин извлечени, пресни, охладени, замразени, осолени или в саламура, сушени или пушени"
0209 10,"- От свине"
0209,"-- Сланина"
0209 10 11 ,"--- Прясна, охладена, замразена, осолена или в саламура"
0209 10 19 ,"--- Сушена или пушена"
0209 10 90 ,"-- Свинско сало"
0209 90 00 ,"- Други"
0210,"Меса и карантии, годни за консумация, осолени или в саламура, сушени или пушени; брашна и прахове, годни за консумация, от меса или карантии"
,"- Меса от животни от рода на свинете"
0210 11,"-- Бутове, плешки и техните разфасовки, необезкостени"
0210,"--- От домашни свине"
0210,"---- Осолени или в саламура"
0210 11 11,"----- Бутове и разфасовки от тях"
0210 11 19,"----- Плешки и разфасовки от тях"
0210,"---- Сушени или пушени"
0210 11 31,"----- Бутове и разфасовки от тях"
0210 11 39,"----- Плешки и разфасовки от тях"
0210 11 90,"--- Други"
0210 12,"-- Гърди (шарено месо) и разфасовки от тях"
0210,"--- От домашни свине"
0210 12 11,"---- Осолени или в саламура"
0210 12 19,"---- Сушени или пушени"
0210 12 90,"--- Други"
0210 19,"-- Други"
0210,"--- От домашни свине"
0210,"---- Осолени или в саламура"
0210 19 10,"----- Половинки бекон или три четвърти предна част"
0210 19 20,"----- Три четвърти задна част или средна част"
0210 19 30,"----- Предни части и разфасовки от тях"
0210 19 40,"----- Котлети и разфасовки от тях"
0210 19 50,"----- Други"
0210,"---- Сушени или пушени"
0210 19 60,"----- Предни части и разфасовки от тях"
0210 19 70,"----- Котлети и разфасовки от тях"
0210,"----- Други"
0210 19 81,"------ Обезкостени"
0210 19 89,"------ Други"
0210 19 90,"--- Други"
0210 20,"- Меса от животни от рода на едрия рогат добитък"
0210 20 10,"-- Необезкостени"
0210 20 90,"-- Обезкостени"
,"- Други, включително брашна и прахове, годни за консумация, от меса или карантии"
0210 91 00,"-- От примати"
0210 92,"-- От китове, делфини и морски свине (бозайници от разред Китоподобни /Cetacea/); от ламантини и дюгони (бозайници от разред Сиреноподобни /Sirenia/); от тюлени, морски лъвове и моржове (бозайници от подразред Перконоги /Pinnipedia/)"
0210 92 10,"--- От китове, делфини и морски свине (бозайници от разред Китоподобни /Cetacea/); от ламантини и дюгони (бозайници от разред Сиреноподобни /Sirenia/)"
0210,"--- Други"
0210 92 91,"---- Меса"
0210 92 92,"---- Карантии"
0210 92 99,"---- Брашна и прахове, годни за консумация, от меса или карантии"
0210 93 00,"-- От влечуги (включително от змии и от морски костенурки)"
0210 99,"-- Други"
0210,"--- Меса"
0210 99 10,"---- От коне, осолени или в саламура или изсушени"
0210,"---- От рода на овцете и козите"
0210 99 21,"----- Необезкостени"
0210 99 29,"----- Обезкостени"
0210 99 31,"---- От северен елен"
0210 99 39,"---- Други"
0210,"--- Карантии"
0210,"---- От домашни свине"
0210 99 41,"----- Черен дроб"
0210 99 49,"----- Други"
0210,"---- От животни от рода на едрия рогат добитък"
0210 99 51,"----- Месести части от диафрагмата"
0210 99 59,"----- Други"
0210,"---- Други"
0210,"----- Черен дроб от домашни птици"
0210 99 71,"------ Тлъст черен дроб от гъски или от патици, осолен или в саламура"
0210 99 79,"------ Друг"
0210 99 85,"----- Други"
0210 99 90,"--- Брашна и прахове, годни за консумация, от меса или карантии"
03,"ГЛАВА 3 - РИБИ И РАКООБРАЗНИ, МЕКОТЕЛИ И ДРУГИ ВОДНИ БЕЗГРЪБНАЧНИ"
0301,"Живи риби"
,"- Декоративни риби"
0301 11 00,"-- Сладководни"
0301 19 00,"-- Други"
,"- Други живи риби"
0301 91,"-- Пъстърви (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache и Oncorhynchus chrysogaster)"
0301 91 10,"--- От видовете Oncorhynchus apache или Oncorhynchus chrysogaster"
0301 91 90,"--- Други"
0301 92,"-- Змиорки (Anguilla spp.)"
0301 92 10,"--- С дължина, по-малка от 12 cm"
0301 92 30,"--- С дължина от 12 cm или повече, но под 20 cm"
0301 92 90,"--- С дължина 20 cm или повече"
0301 93 00,"-- Шарани (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
0301 94,"-- Атлантически и тихоокеански червен тон (Thunnus thynnus, Thunnus orientalis)"
0301 94 10,"--- Атлантически червен тон (Thunnus thynnus)"
0301 94 90,"--- Тихоокеански червен тон (Thunnus orientalis)"
0301 95 00,"-- Южен червен тон от вида Thunnus maccoyii"
0301 99,"-- Други"
0301,"--- Сладководни"
0301 99 11,"---- Тихоокеански сьомги (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), атлантически сьомги (Salmo salar) и дунавски пъстърви (Hucho hucho)"
0301 99 17,"---- Други"
0301 99 85,"--- Други"
0302,"Риби, пресни или охладени, с изключение на филетата и другите меса от риби от № 0304"
,"- Пъстървови, с изключение на годни за консумация карантии от риби от подпозиции 030291 до 030299"
0302 11,"-- Пъстърви (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache и Oncorhynchus chrysogaster)"
0302 11 10,"--- От видовете Oncorhynchus apache или Oncorhynchus chrysogaster"
0302 11 20,"--- От вида Oncorhynchus mykiss, с глави и с хриле, изкормени, с единично тегло, по-голямо от 1,2 kg, или без глави, изкормени и без хриле, с единично тегло, по-голямо от 1 kg"
0302 11 80,"--- Други"
0302 13 00,"-- Тихоокеански сьомги (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou и Oncorhynchus rhodurus)"
0302 14 00,"-- Атлантически сьомги (Salmo salar) и дунавски пъстърви (Hucho hucho)"
0302 19 00,"-- Други"
,"- Плоски риби (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae и Citharidae), с изключение на годни за консумация карантии от риби от подпозиции 030291 до 030299"
0302 21,"-- Писии (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
0302 21 10,"--- Черна писия (Reinhardtius hippoglossoides)"
0302 21 30,"--- Атлантическа писия (Hippoglossus hippoglossus)"
0302 21 90,"--- Тихоокеанска писия (Hippoglossus stenolepis)"
0302 22 00,"-- Писия от вида Pleuronectes platessa"
0302 23 00,"-- Морски език (Solea spp.)"
0302 24 00,"-- Калкани (Psetta maxima)"
0302 29,"-- Други"
0302 29 10,"--- Мегрим (Lepidorhombus spp.)"
0302 29 80,"--- Други"
,"- Тон (от рода Thunnus), ивичест тон (риби с ивици по корема) (Katsuwonus pelamis), с изключение на годни за консумация карантии от риби от подпозиции 0302 91 до 0302 99"
0302 31,"-- Бял тон (Thunnus alalunga)"
0302 31 10,"--- Предназначен за промишлено производство на продуктите от № 1604"
0302 31 90,"--- Друг"
0302 32,"-- Тон с жълти перки — албакор (Thunnus albacares)"
0302 32 10,"--- Предназначен за промишлено производство на продуктите от № 1604"
0302 32 90,"--- Друг"
0302 33,"-- Ивичест тон (риби с ивици по корема) (Katsuwonus pelamis)"
0302 33 10,"--- Предназначени за промишлено производство на продуктите от № 1604"
0302 33 90,"--- Други"
0302 34,"-- Тон от вида Thunnus obesus"
0302 34 10,"--- Предназначен за промишлено производство на продуктите от № 1604"
0302 34 90,"--- Друг"
0302 35,"-- Атлантически и тихоокеански червен тон (Thunnus thynnus, Thunnus orientalis)"
0302,"--- Атлантически червен тон (Thunnus thynnus)"
0302 35 11,"---- Предназначен за промишлено производство на продуктите от № 1604"
0302 35 19,"---- Друг"
